北京市C\西城区D\富华南路1586号1层A\ O\Kiki yangR\0592-2952636T\
北京C\西城区D\沂河路与沃尔沃路交汇处南500米路西A\ O\Kiki yangR\84776739T\
北京C\西城区D\顺河镇顺昌路81号A\ O\Kiki yangR\010-80712719T\
北京市C\西城D\枣园镇小枣沟头村A\ O\Kiki yangR\15010755189T\
北京市C\西城D\林山乡詹村村65号A\ O\Kiki yangR\0311-66561020T\
北京C\西城D\沛屯大道东侧金凤凰装饰城15#22号A\ O\Kiki yangR\56036480T\
北京C\西城D\龙潭总部经济城汇润国际2号楼13楼1306号A\ O\Kiki yangR\0755-22919780T\
LinaR\0371-58508009T\ O\北京市C\朝阳区D\槐店镇吉祥东路A\
张茂华R\0755-86360631T\ O\湖南P\岳阳市C\汨罗D\华乐街涟景园1号3单元4层1号A\
张茂华R\028-68394412T\ O\湖南省P\岳阳C\汨罗D\解放路紫郡城上城2号楼18层1802A\
张茂华R\027-59883599T\ O\湖南P\岳阳C\汨罗D\棣新四路与海丰九路交叉口A\
湖南P\岳阳市C\临湘市D\新东大道与东卓路交叉口西南角新东公司院内4号厂房39号A\ O\王贞杰R\65725316T\
湖南省P\岳阳C\临湘市D\国泰中路（保安服务有限责任公司三楼）A\ O\王贞杰R\010-63885001T\
湖南P\岳阳C\临湘市D\沙河铺镇东店村A\ O\王贞杰R\010-82628888T\
湖南省P\岳阳市C\临湘D\迎丰中路50号（银河电脑城二楼）A\ O\王贞杰R\010-81776318T\
湖南P\岳阳市C\临湘D\观音滩镇钢铁村七组A\ O\王贞杰R\82533170T\
湖南省P\岳阳C\临湘D\荣山镇信合街6号A\ O\王贞杰R\010-88177653T\
湖南P\岳阳C\临湘D\东环商厦1幢1112室A\ O\王贞杰R\021-80318388T\
彭现强R\010-57672837T\ O\湖南P\常德市C\武陵区D\腾龙大道25号14幢16-14、16-15、16-16、16-17号A\
彭现强R\010-8558 4984T\ O\湖南省P\常德C\武陵区D\开放路113号南四层409室A\
彭现强R\010-58341810T\ O\湖南P\常德C\武陵区D\北京南路591号南楼1101室A\
彭现强R\0311-89659288T\ O\湖南省P\常德市C\武陵D\台柳路466号8号楼3单元401A\
彭现强R\010-67802566T\ O\湖南P\常德市C\武陵D\牛鼻滩镇白洋湖八组A\
彭现强R\0351-7773014T\ O\湖南省P\常德C\武陵D\南滨路29号附31号A\
彭现强R\020-38655166T\ O\湖南P\常德C\武陵D\下仓镇先进村南街组A\
湖南P\常德市C\鼎城区D\西渡镇洪山路万家灯火7栋201室A\ O\陈新R\82533170T\
湖南省P\常德C\鼎城区D\渭南镇程村一组A\ O\陈新R\010-53606288T\
湖南P\常德C\鼎城区D\红环路51号店B2A\ O\陈新R\31659600T\
湖南省P\常德市C\鼎城D\麒麟镇麒振路898号A\ O\陈新R\010-82010278T\
湖南P\常德市C\鼎城D\新七大道府都花园25号楼A7号门面房A\ O\陈新R\010-60278906T\
湖南省P\常德C\鼎城D\城兴华路19号3南栋01号A\ O\陈新R\0571-57892976T\
湖南P\常德C\鼎城D\龙塔街道尚品路1000号丰业·御景铭洲3幢8-11A\ O\陈新R\010-64098075T\
张焕R\022-28268666T\ O\湖南P\常德市C\安乡县D\沙河中路吉祥家园2号楼602户A\
张焕R\01058075080T\ O\湖南省P\常德C\安乡县D\青云山路北段19号德阳恒大国际商贸城19栋3-1号A\
张焕R\13911025620T\ O\湖南P\常德C\安乡县D\怀东路学府花园旁边A\
张焕R\024-31883708T\ O\湖南省P\常德市C\安乡D\金坝办事处双凤村综合楼A\
张焕R\13823728353T\ O\湖南P\常德市C\安乡D\覃家岗镇新桥村狮子组A\
张焕R\010-52725279T\ O\湖南省P\常德C\安乡D\岗集镇合淮路与兴业大道交口2幢厂房A\
张焕R\010-57672837T\ O\湖南P\常德C\安乡D\江西浩心大药房连锁有限公司余江老火车站店A\
湖南P\常德市C\汉寿县D\五邑路438号1幢第二层(自编2B06-1室)A\ O\何搏R\17612233330T\
湖南省P\常德C\汉寿县D\合泰大街129号东湖绿洲709号A\ O\何搏R\010-57837888-8026T\
湖南P\常德C\汉寿县D\大村甸镇新铺子村2组A\ O\何搏R\0531-82608889T\
湖南省P\常德市C\汉寿D\中原路与幸福路交叉口A\ O\何搏R\021-5633 3653T\
湖南P\常德市C\汉寿D\赵集乡赵东村委会胡小庄赵马路南侧A\ O\何搏R\010-82628888T\
湖南省P\常德C\汉寿D\白沙路街道承兴大厦（8-4）室89号A\ O\何搏R\010-62515236T\
湖南P\常德C\汉寿D\鸿运润园定西大厦A\ O\何搏R\17710761203T\
陈玉芳R\010-58768786T\ O\湖南P\常德市C\澧县D\谢岗镇赵林村花园大道155号A\
陈玉芳R\010-51057005T\ O\湖南省P\常德C\澧县D\莫干山镇庙前村干庙坞1号A\
陈玉芳R\13823728353T\ O\湖南P\常德C\澧县D\江陵镇青竹村八组A\
湖南P\常德市C\临澧县D\东坪镇槎溪村钟鼓兰田组A\ O\卢俞婷R\65919720T\
湖南省P\常德C\临澧县D\长江路212号科信大厦403室A\ O\卢俞婷R\025-66677777T\
湖南P\常德C\临澧县D\荆山镇涡南村东郢二组56号A\ O\卢俞婷R\0756-8996261T\
湖南省P\常德市C\临澧D\西南路761号一层A\ O\卢俞婷R\0592-2208835T\
湖南P\常德市C\临澧D\南洲镇南洲村（南洲镇财政所内）A\ O\卢俞婷R\010- 84464009T\
湖南省P\常德C\临澧D\雨敞坪镇新卯村大塘组75号A\ O\卢俞婷R\53652796T\
湖南P\常德C\临澧D\红苏路南段西侧A\ O\卢俞婷R\138 8510 3895T\
杨辉R\010-56139621T\ O\湖南P\常德市C\桃源县D\渤海十路长江二路西100米A\
杨辉R\18719411289T\ O\湖南省P\常德C\桃源县D\四川路333号江南春晓77号楼1层106号商铺A\
杨辉R\83012883T\ O\湖南P\常德C\桃源县D\大叶公路5225号1幢3412室A\
杨辉R\010-87416043T\ O\湖南省P\常德市C\桃源D\灰山港镇滩口上村檀家坳村民组A\
杨辉R\010-59327388T\ O\湖南P\常德市C\桃源D\新桥镇镇西路282号A\
杨辉R\60561788T\ O\湖南省P\常德C\桃源D\大岭村45-2A\
杨辉R\010-65771330T\ O\湖南P\常德C\桃源D\中关村大街15-9号地上一层Z126、Z133A\
湖南P\常德市C\石门县D\新溉大道888号4幢1单元5-4A\ O\周波R\075582073336T\
湖南省P\常德C\石门县D\赭山东路芜湖联盛国际商业广场第三层3C23-35铺位A\ O\周波R\65515358T\
湖南P\常德C\石门县D\玉林横街1号A\ O\周波R\0531-82608889T\
湖南省P\常德市C\石门D\玫瑰路101号玫瑰名城丁香苑1、2、3栋115号门面A\ O\周波R\020-38891740T\
湖南P\常德市C\石门D\迎宾路东三巷13号4391室A\ O\周波R\15830810317T\
湖南省P\常德C\石门D\百祥花园7幢5号A\ O\周波R\0999-8790867T\
湖南P\常德C\石门D\成功大道西段A\ O\周波R\010-88845858T\
朱海风R\021-64224530T\ O\湖南P\常德市C\常德市西洞庭管理区D\翠微西路749号（绿城花园）A\
朱海风R\13581869069T\ O\湖南省P\常德C\常德市西洞庭管理区D\文化西路173号东方新天地购物中心负一楼B015号A\
朱海风R\0755-22919780T\ O\湖南P\常德C\常德市西洞庭管理区D\沙园八街18-22号首层自编3号铺-1A\
湖南P\常德市C\津市市D\双河镇八角村二组80号A\ O\白会斌R\0563-4024888T\
湖南省P\常德C\津市市D\大学南路8号9号楼1单元26层2601号A\ O\白会斌R\010-85761533T\
湖南P\常德C\津市市D\苏中贸易城三星街12号A\ O\白会斌R\010-85764306T\
湖南省P\常德市C\津市D\泰山路1399号神骅龙腾国际1栋215号A\ O\白会斌R\010-63885001T\
湖南P\常德市C\津市D\丽城三路9号首层第2卡A\ O\白会斌R\010-53325020T\
湖南省P\常德C\津市D\五四路150-6号A\ O\白会斌R\18616883982T\
湖南P\常德C\津市D\风情园西路综合楼二号A\ O\白会斌R\56230009T\
田金平R\010-59768988T\ O\湖南P\张家界市C\永定区D\宋官屯街道办事处王庄村25号A\
田金平R\010-51057005T\ O\湖南省P\张家界C\永定区D\颍河路１５８号A\
田金平R\13646818331T\ O\湖南P\张家界C\永定区D\代李湾11号国信馨园10栋3单元16层1室A\
田金平R\52926669T\ O\湖南省P\张家界市C\永定D\新达路166号阳光新城B栋吊三层A\
田金平R\56037666T\ O\湖南P\张家界市C\永定D\古南大道1号9栋商业1-01号A\
田金平R\010-52668763T\ O\湖南省P\张家界C\永定D\轻纺路899号2幢四层-3A\
田金平R\010-57128897T\ O\湖南P\张家界C\永定D\季华四路河宕村下北3号商业楼6楼616号A\
湖南P\张家界市C\武陵源区D\金贸大厦610室A\ O\秦贵林R\0731-88661888T\
湖南省P\张家界C\武陵源区D\拜什吐格曼乡畜牧兽医站A\ O\秦贵林R\025-52713121T\
湖南P\张家界C\武陵源区D\雁东路红星美凯龙财富中心1号2幢914室A\ O\秦贵林R\010-83910599T\
湖南省P\张家界市C\武陵源D\琼湖办事处入园路A\ O\秦贵林R\010-64813450T\
湖南P\张家界市C\武陵源D\文库街18号6单元5层2号A\ O\秦贵林R\0531-85105016T\
湖南省P\张家界C\武陵源D\城港路819号A\ O\秦贵林R\13810118453T\
湖南P\张家界C\武陵源D\嵩山路9号1,2座104、105、203号A\ O\秦贵林R\010-59798032T\
陈飞R\0557-3665757T\ O\湖南P\张家界市C\慈利县D\级索镇时庄村198号A\
陈飞R\010-85870201T\ O\湖南省P\张家界C\慈利县D\光武路常绿林溪谷2号楼1楼A\
陈飞R\010-59768988T\ O\湖南P\张家界C\慈利县D\西湾子镇裕兴路财政局商住楼4号底商A\
陈飞R\010-59798032T\ O\湖南省P\张家界市C\慈利D\工业街131号A\
陈飞R\010-86207790T\ O\湖南P\张家界市C\慈利D\腾飞二街7号（4-5-2）A\
陈飞R\010-88177653T\ O\湖南省P\张家界C\慈利D\瓯北街道浦一村向阳亭24号A\
陈飞R\13581869069T\ O\湖南P\张家界C\慈利D\八大公山镇八大公山村落地总组A\
湖南P\张家界市C\桑植县D\人民中路３０号１５１２室１５层１５１２号A\ O\张润芳R\80470246T\
湖南省P\张家界C\桑植县D\鑫泰苑15号楼1单元1号东户A\ O\张润芳R\010-84676258T\
湖南P\张家界C\桑植县D\馨乐园41#-105铺A\ O\张润芳R\01082169107T\
湖南省P\张家界市C\桑植D\金城路太古广场1幢1616室A\ O\张润芳R\010-65503887T\
湖南P\张家界市C\桑植D\桃园新村1栋1602号A\ O\张润芳R\0563-4024888T\
湖南省P\张家界C\桑植D\明秀东路88号荣和·山水绿城B1组团2号楼A座9-E号A\ O\张润芳R\0411-88122678T\
湖南P\张家界C\桑植D\城厢镇新华东路44号A\ O\张润芳R\021-20865313T\
石查R\80413051T\ O\湖南P\益阳市C\资阳区D\东岗东路1066号A\
石查R\13501376160T\ O\湖南省P\益阳C\资阳区D\小港江南东路136、138号第一层东边第6-11间A\
石查R\18833539729T\ O\湖南P\益阳C\资阳区D\天和路9号1栋2单元10层11号A\
石查R\020-29816448T\ O\湖南省P\益阳市C\资阳D\望峰岗镇中铁十局集团第三建设有限公司机械管理中心院内A\
石查R\0753-3391313T\ O\湖南P\益阳市C\资阳D\铜山大道（河南丰运物流综合南楼一层商业门面房）A\
石查R\010 87276615T\ O\湖南省P\益阳C\资阳D\世纪城路198号附3870号A\
石查R\010-88875888T\ O\湖南P\益阳C\资阳D\阜阳国际汽配城二期13#商办楼101室A\
湖南P\益阳市C\赫山区D\县城文化路国土局家属楼下3-005号A\ O\彭玉萍R\022-88278000T\
湖南省P\益阳C\赫山区D\安吉街25号1栋A\ O\彭玉萍R\15110085072T\
湖南P\益阳C\赫山区D\潘桥街道民新路2号2幢5楼502A\ O\彭玉萍R\021-61093880T\
湖南省P\益阳市C\赫山D\城关镇安福村4组A\ O\彭玉萍R\010-88310496T\
湖南P\益阳市C\赫山D\谢家湾正街55号28幢15-3、15-4号A\ O\彭玉萍R\021-36716022T\
湖南省P\益阳C\赫山D\华蜀南路296号A\ O\彭玉萍R\020-87347778T\
湖南P\益阳C\赫山D\章安街道东埭村720号A\ O\彭玉萍R\010-62981553T\
蔡宏潮R\010-59798032T\ O\湖南P\益阳市C\南县D\西芹镇茅坪路2号（经营地点：西芹镇墘兜村）A\
蔡宏潮R\0592-2952636T\ O\湖南省P\益阳C\南县D\长阳铺镇杉木岭村A\
蔡宏潮R\65206393T\ O\湖南P\益阳C\南县D\新都路189号华江润泽苑1幢101室A\
湖南P\益阳市C\桃江县D\星沙街道开元中路鑫贸大楼25楼2504号A\ O\刘金萍R\021-68780259T\
湖南省P\益阳C\桃江县D\湖滨路北段路西A\ O\刘金萍R\0755-26418284T\
湖南P\益阳C\桃江县D\永兴街道滨海六路36号6幢三层A\ O\刘金萍R\010-83910599T\
湖南省P\益阳市C\桃江D\念泗路13号念泗东苑A\ O\刘金萍R\021-52720057T\
湖南P\益阳市C\桃江D\金梧桐院内9号大厅A\ O\刘金萍R\021-63224133T\
湖南省P\益阳C\桃江D\如意街38号30层1号A\ O\刘金萍R\18621848258T\
湖南P\益阳C\桃江D\高坪镇金九村11组A\ O\刘金萍R\0755-82964491T\
危宜明R\010-65533775T\ O\湖南P\益阳市C\安化县D\耿棚镇潘庄村颍红公路南侧A\
危宜明R\80318388T\ O\湖南省P\益阳C\安化县D\索溪峪镇河口村六组一栋A\
危宜明R\80318388T\ O\湖南P\益阳C\安化县D\凤山路11号4门A\
危宜明R\010-52297899T\ O\湖南省P\益阳市C\安化D\世纪大道801号(昭阳工业园)8#二层东北侧A\
危宜明R\010-59798032T\ O\湖南P\益阳市C\安化D\石洞子沟富家沟山上10号楼1-3层A\
危宜明R\010-51816629T\ O\湖南省P\益阳C\安化D\新城时代大道189号君豪御园房地产开发项目11栋2-22铺A\
危宜明R\027-87809610T\ O\湖南P\益阳C\安化D\阿瓦提农场第三村委会阿瓦提农场道路33栋69号A\
湖南P\益阳市C\益阳市大通湖管理区D\娄东街道上海东路168号1幢1309室A\ O\黄永源R\18610207627T\
湖南省P\益阳C\益阳市大通湖管理区D\兴中道11号804房（之一）A\ O\黄永源R\31659600T\
湖南P\益阳C\益阳市大通湖管理区D\前西街1号院1号楼万达广场6层6011号A\ O\黄永源R\010-82827336T\
周运芳R\0563-4024888T\ O\湖南P\益阳市C\湖南益阳高新技术产业园区D\大沥镇黄岐沙溪沿江东路自编1号之三（住所申报）A\
周运芳R\010-8215 1148T\ O\湖南省P\益阳C\湖南益阳高新技术产业园区D\南泉街道虎啸村6社A\
周运芳R\028-87436209T\ O\湖南P\益阳C\湖南益阳高新技术产业园区D\敖平镇敖红路200-204号A\
周运芳R\010-84675656T\ O\湖南省P\益阳市C\湖南益阳高新技术产业园D\下河清乡楼庄村6组A\
周运芳R\0311-66561020T\ O\湖南P\益阳市C\湖南益阳高新技术产业园D\云都广场综合楼1幢816室A\
周运芳R\010-84161961T\ O\湖南省P\益阳C\湖南益阳高新技术产业园D\天门新城CBD3楼A\
周运芳R\13511081288T\ O\湖南P\益阳C\湖南益阳高新技术产业园D\鼓山镇福新路南侧（福新东路141号）福会新村1#楼04#店面-1A\
湖南P\益阳市C\沅江市D\黄河十路531号物价局宿舍沿街-3号A\ O\武凤军R\010-84661717T\
湖南省P\益阳C\沅江市D\六和路56号2单元1层1号A\ O\武凤军R\021-5633 3653T\
湖南P\益阳C\沅江市D\司徒庙路南侧A\ O\武凤军R\010-85699999T\
湖南省P\益阳市C\沅江D\港口路49号第二层1-8 G-J 1-9 D-G轴（自编201）A\ O\武凤军R\021-36716022T\
湖南P\益阳市C\沅江D\鲍山街道韩仓三村飞跃大道东首蚂蚁山东首A\ O\武凤军R\010-64789069T\
湖南省P\益阳C\沅江D\陈官镇杨斗村A\ O\武凤军R\010-62515236T\
湖南P\益阳C\沅江D\二环路西三段181号11层19-20号A\ O\武凤军R\010-64401938T\
李长青R\13220102299T\ O\湖南P\郴州市C\北湖区D\新城时代大道189号君豪御园房地产开发项目11栋2-22铺A\
李长青R\010-59798032T\ O\湖南省P\郴州C\北湖区D\汤山城村一组A\
李长青R\0532-86106788T\ O\湖南P\郴州C\北湖区D\寥廓北路1号A\
李长青R\13646818331T\ O\湖南省P\郴州市C\北湖D\金竹路102号A\
李长青R\020-32030534T\ O\湖南P\郴州市C\北湖D\大麦屿街道陈南村A\
李长青R\029-89016105T\ O\湖南省P\郴州C\北湖D\什贴镇山庄头乡李坊村2号A\
李长青R\010-88875888T\ O\湖南P\郴州C\北湖D\岩垅乡青松村村部办公楼一楼A\
湖南P\郴州市C\苏仙区D\杨家坪兴胜路55号1栋22-6A\ O\贾国庆R\0316-2186992T\
湖南省P\郴州C\苏仙区D\庙头镇黄土井村委斗头岭村06-27号A\ O\贾国庆R\010-53606288T\
湖南P\郴州C\苏仙区D\月山乡通木村A\ O\贾国庆R\010-58503026T\
湖南省P\郴州市C\苏仙D\桃花江镇建设中路070栋A\ O\贾国庆R\010-87166998T\
湖南P\郴州市C\苏仙D\顺德街道办事处金鱼村五组A\ O\贾国庆R\010-56842323-8821T\
湖南省P\郴州C\苏仙D\高官寨镇三山村湾北胡同A\ O\贾国庆R\010-53606288T\
湖南P\郴州C\苏仙D\建工路19号601A\ O\贾国庆R\13832111565T\
汪若心R\0770-2881987T\ O\湖南P\郴州市C\桂阳县D\洪家街道汇丰路197号二楼A\
汪若心R\82781919T\ O\湖南省P\郴州C\桂阳县D\双河镇越岭村四组A\
汪若心R\024-31883708T\ O\湖南P\郴州C\桂阳县D\迎宾路东三巷13号4169室A\
汪若心R\0755-82964491T\ O\湖南省P\郴州市C\桂阳D\琼湖办事处保民村A\
汪若心R\010-82010278T\ O\湖南P\郴州市C\桂阳D\车站路1号金轮时代广场1栋1610号A\
汪若心R\010-82010278T\ O\湖南省P\郴州C\桂阳D\岳家桥镇洗澡坪村熊家铺A\
汪若心R\021-80235566T\ O\湖南P\郴州C\桂阳D\裕华路106-1号金领大厦2号楼3公寓2003A\
湖南P\郴州市C\宜章县D\新茂村德龙路与长安北路交汇处茂意雅苑首层2号铺位A\ O\车佃红R\010-64789069T\
湖南省P\郴州C\宜章县D\长堎镇长堎大道1619号27栋1单元501室A\ O\车佃红R\85654257T\
湖南P\郴州C\宜章县D\长青北路新苑花园3#A\ O\车佃红R\010-58618773T\
湖南省P\郴州市C\宜章D\山口镇北大道振兴路168号A\ O\车佃红R\15801153746T\
湖南P\郴州市C\宜章D\京九办事处沙河路556号富安.森活印象B4#商住楼109室A\ O\车佃红R\13611822583T\
湖南省P\郴州C\宜章D\友谊路560号长城雅苑第二期3栋1017房A\ O\车佃红R\010-85132114T\
湖南P\郴州C\宜章D\黄张村北南水北调桥北段路西A\ O\车佃红R\0755-33312788T\
牛振锋R\0755-26463388T\ O\湖南P\郴州市C\永兴县D\南大街49号（酒泉歌舞团四层）A\
牛振锋R\010-57138137T\ O\湖南省P\郴州C\永兴县D\新前街道宁江明月花园翠屏苑8幢2单元2202室A\
牛振锋R\010-67802566T\ O\湖南P\郴州C\永兴县D\友好路101号2座23层03号A\
牛振锋R\85564668T\ O\湖南省P\郴州市C\永兴D\林山乡詹村村65号A\
牛振锋R\13832111565T\ O\湖南P\郴州市C\永兴D\罗溪镇汤庄桥王竹园41号A\
牛振锋R\010-83910599T\ O\湖南省P\郴州C\永兴D\学院路89号佳汇华庭1栋2003室A\
牛振锋R\01058561539T\ O\湖南P\郴州C\永兴D\西四路以西、胜采以北A\
湖南P\郴州市C\嘉禾县D\干杉镇万龙村嘴上屋组A\ O\张仁意R\010-59725618T\
湖南省P\郴州C\嘉禾县D\秀峰东路148号A\ O\张仁意R\010- 84464009T\
湖南P\郴州C\嘉禾县D\渠江镇渠江村A\ O\张仁意R\13911025620T\
湖南省P\郴州市C\嘉禾D\龙港镇海下村802号一层A\ O\张仁意R\010-67209880T\
湖南P\郴州市C\嘉禾D\城厢镇东古路2幢2-24号A\ O\张仁意R\027-59883599T\
湖南省P\郴州C\嘉禾D\三口塘镇三口塘粮点内A\ O\张仁意R\01058692466T\
湖南P\郴州C\嘉禾D\新太乡天成罐村7组A\ O\张仁意R\02866070293T\
郭阳阳R\010-60278906T\ O\湖南P\郴州市C\临武县D\南梧路6号瀚林山水源6号楼2单元1102号A\
郭阳阳R\60561788T\ O\湖南省P\郴州C\临武县D\南城大道1号7幢34-19号（仅限用于行政办公、通讯联络）A\
郭阳阳R\0532-85655977T\ O\湖南P\郴州C\临武县D\三江街道春林巷25号2楼A\
郭阳阳R\029-88440811T\ O\湖南省P\郴州市C\临武D\青竹湖街道湘江北路一段369号中部（湖南）进出口商品展示交易中心1栋432号房A\
郭阳阳R\0471-7292576T\ O\湖南P\郴州市C\临武D\通泰街街道五一大道882号中环公寓南栋一楼101号一楼A\
郭阳阳R\80318388T\ O\湖南省P\郴州C\临武D\陶瓷卫浴营销总部基地一期7栋23号（6）A\
郭阳阳R\010-67209880T\ O\湖南P\郴州C\临武D\铁路村41号2-1-1#A\
湖南P\郴州市C\汝城县D\汾江中路1号首层24B号A\ O\罗国军R\13701949900T\
湖南省P\郴州C\汝城县D\长青路中冶•滨江国际城一期26号楼1单元1层103室A\ O\罗国军R\0563-4024888T\
湖南P\郴州C\汝城县D\斗湖堤镇原种场六号路以东(名仕汽车4S城)2栋3层301房A\ O\罗国军R\010-59432786T\
湖南省P\郴州市C\汝城D\江滨西路新业大厦4幢403、404室-1A\ O\罗国军R\010—51846868T\
湖南P\郴州市C\汝城D\五一路382号2层701室A\ O\罗国军R\85654257T\
湖南省P\郴州C\汝城D\迎宾路东三巷13号4540室A\ O\罗国军R\010-84782665T\
湖南P\郴州C\汝城D\光明大道S1116华派生活广场A\ O\罗国军R\010-59725618T\
胡太武R\010-85654257T\ O\湖南P\郴州市C\桂东县D\共和路99格兰云天23层23E1号A\
胡太武R\87739336T\ O\湖南省P\郴州C\桂东县D\南街23号底楼A\
胡太武R\021-36716022T\ O\湖南P\郴州C\桂东县D\昌硕街道胜利东路193号（天启铭楼）一楼八号A\
胡太武R\010-56842323-8821T\ O\湖南省P\郴州市C\桂东D\南康镇三塘村委三塘加油站往东100米A\
胡太武R\010-51057005T\ O\湖南P\郴州市C\桂东D\娄桥街道云庭锦园13幢112号A\
胡太武R\63334580T\ O\湖南省P\郴州C\桂东D\真武路与通达街东北侧万豪新天地B单元B22D室A\
胡太武R\021-5633 3653T\ O\湖南P\郴州C\桂东D\金水路305号裙房2层B2033号A\
湖南P\郴州市C\安仁县D\大学南路8号9号楼1单元26层2601号A\ O\康珑R\0755-33312788T\
湖南省P\郴州C\安仁县D\宾虹路1298号1幢3-301室A\ O\康珑R\17602124810T\
湖南P\郴州C\安仁县D\西新镇开元村五社A\ O\康珑R\0797-8356742T\
湖南省P\郴州市C\安仁D\宏济街755号万达广场4幢23A17室A\ O\康珑R\010-88845858T\
湖南P\郴州市C\安仁D\长命水大道38号6楼611A\ O\康珑R\87030519836T\
